,Unnamed: 0,cve,owner,repo,patch,reserve_idx_diff,publish_idx_diff,reserve_time,publish_time
402,674,CVE-2016-4003,apache,struts,72471d7075681bea52046645ad7aa34e9c53751e,-156,-157,2016-04-12T00:00:00+00:00,2016-04-12T16:00:00+00:00
403,675,CVE-2016-4003,apache,struts,76f188406eb9f17a06afcb5f49f0c44d749da0d2,-155,-156,2016-04-12T00:00:00+00:00,2016-04-12T16:00:00+00:00
404,676,CVE-2016-4003,apache,struts,a89bbe22cd2461748d595a89a254de888a415e6c,-154,-155,2016-04-12T00:00:00+00:00,2016-04-12T16:00:00+00:00
405,677,CVE-2016-4009,python-pillow,Pillow,4e0d9b0b9740d258ade40cce248c93777362ac1e,-211,-215,2016-04-13T00:00:00+00:00,2016-04-13T16:00:00+00:00
407,679,CVE-2016-4436,apache,struts,27ca165ddbf81c84bafbd083b99a18d89cc49ca7,14,-144,2016-05-02T00:00:00+00:00,2016-10-03T15:00:00+00:00
408,680,CVE-2016-4438,apache,struts,6d7ac40dcede1793a4534a3dc249fd562d495e8c,-1,-81,2016-05-02T00:00:00+00:00,2016-07-04T22:00:00+00:00
409,681,CVE-2016-4438,apache,struts,c9c21378f2fb2ff21355c128c45e106ebd87ad7c,-3,-83,2016-05-02T00:00:00+00:00,2016-07-04T22:00:00+00:00
410,682,CVE-2016-4465,apache,struts,a0fdca138feec2c2e94eb75ca1f8b76678b4d152,55,-25,2016-05-02T00:00:00+00:00,2016-07-04T22:00:00+00:00
418,700,CVE-2016-6298,latchset,jwcrypto,eb5be5bd94c8cae1d7f3ba9801377084d8e5a7ba,16,-1,2016-07-26T00:00:00+00:00,2016-09-01T23:00:00+00:00
421,707,CVE-2016-6795,apache,struts,c1869f4989942dd33fa4e189e0ac1f766fb5ac14,1,-425,2016-08-12T00:00:00+00:00,2017-09-20T17:00:00+00:00
423,715,CVE-2016-6801,apache,jackrabbit,16f2f02fcaef6202a2bf24c449d4fd10eb98f08d,27,1,2016-08-12T00:00:00+00:00,2016-09-21T14:00:00+00:00
424,716,CVE-2016-6801,apache,jackrabbit,ea75d7c2aeaafecd9ab97736bf81c5616f703244,10,-16,2016-08-12T00:00:00+00:00,2016-09-21T14:00:00+00:00
425,717,CVE-2016-6801,apache,jackrabbit,eae001a54aae9c243ac06b5c8f711b2cb2038700,11,-15,2016-08-12T00:00:00+00:00,2016-09-21T14:00:00+00:00
426,719,CVE-2016-6810,apache,activemq,c1157fe1f007ee2344a7f0badefa0794c98817cd,94,-405,2016-08-12T00:00:00+00:00,2018-01-10T15:00:00+00:00
431,729,CVE-2016-7404,openstack,magnum,e93d82e8b3bc19211efd54edc17aebdca50670c1,34,-1433,2016-09-09T00:00:00+00:00,2019-06-21T13:17:11+00:00
435,736,CVE-2016-8738,apache,struts,554b9dddb0fbd1e581ef577dd62a7c22955ad0f6,18,-353,2016-10-18T00:00:00+00:00,2017-09-20T17:00:00+00:00
437,751,CVE-2016-9299,jenkinsci,jenkins,6078dd7aa097baf3402de9d5279f6053926a1ea7,-10,-224,2016-11-14T00:00:00+00:00,2017-01-12T23:00:00+00:00
438,752,CVE-2016-9299,jenkinsci,jenkins,fde9c42fe05ac925a904b6c09a81d497d0e6ccea,-16,-230,2016-11-14T00:00:00+00:00,2017-01-12T23:00:00+00:00
439,753,CVE-2016-9909,html5lib,html5lib-python,9b8d8eb5afbc066b7fac9390f5ec75e5e8a7cab7,-257,-260,2016-12-08T00:00:00+00:00,2017-02-22T16:00:00+00:00
440,754,CVE-2016-9910,html5lib,html5lib-python,9b8d8eb5afbc066b7fac9390f5ec75e5e8a7cab7,-257,-260,2016-12-08T00:00:00+00:00,2017-02-22T16:00:00+00:00
443,757,CVE-2017-0359,anthraxx,diffoscope,632a40828a54b399787c25e7fa243f732aef7e05,368,-26,2016-11-29T00:00:00+00:00,2018-04-13T16:00:00+00:00
444,758,CVE-2017-0359,anthraxx,diffoscope,f379d1f611dbd5d361e12b732e07c8aee45ff226,379,-15,2016-11-29T00:00:00+00:00,2018-04-13T16:00:00+00:00
445,759,CVE-2017-0360,tryton,trytond,30e978593733385db3144f8c583eeb4679575cf0,82,0,2016-11-29T00:00:00+00:00,2017-04-04T17:00:00+00:00
450,769,CVE-2017-1000219,KyleRoss,windows-cpu,b75e19aa2f7459a9506bceb577ba2341fe273117,-4,-4,2017-11-16T00:00:00+00:00,2017-11-17T00:00:00+00:00
453,772,CVE-2017-1000242,jenkinsci,git-client-plugin,75ea3fe05650fc6ca09046a72493e2b3f066fb98,-156,-156,2017-11-01T00:00:00+00:00,2017-11-01T13:00:00+00:00
454,773,CVE-2017-1000353,jenkinsci,jenkins,36b8285a41eb28333549e8d851f81fd80a184076,-1013,-1018,2018-01-29T00:00:00+00:00,2018-01-29T17:00:00+00:00
455,774,CVE-2017-1000353,jenkinsci,jenkins,f237601afd750a0eaaf961e8120b08de238f2c3f,-1072,-1077,2018-01-29T00:00:00+00:00,2018-01-29T17:00:00+00:00
456,775,CVE-2017-1000354,jenkinsci,jenkins,02d24053bdfeb219d2387a19885a60bdab510479,-956,-961,2018-01-29T00:00:00+00:00,2018-01-29T17:00:00+00:00
457,776,CVE-2017-1000355,jenkinsci,jenkins,701ea95a52afe53bee28f76a3f96eb0e578852e9,-803,-808,2018-01-29T00:00:00+00:00,2018-01-29T17:00:00+00:00
458,777,CVE-2017-1000356,jenkinsci,jenkins,23f4809e6c10a221e9d67f2e841536845387b42d,-818,-823,2018-01-29T00:00:00+00:00,2018-01-29T17:00:00+00:00
459,778,CVE-2017-1000356,jenkinsci,jenkins,3c5e5ca63d9a1ac1c4087682dc0d426625eafed8,-896,-901,2018-01-29T00:00:00+00:00,2018-01-29T17:00:00+00:00
460,779,CVE-2017-1000356,jenkinsci,jenkins,e69c28e44dae41322112471e1c80f840bde314d4,-887,-892,2018-01-29T00:00:00+00:00,2018-01-29T17:00:00+00:00
461,780,CVE-2017-1000362,jenkinsci,jenkins,a572450f039fdb99410fcf6eb0ba307bd69ea458,-661,-670,2017-07-10T00:00:00+00:00,2017-07-13T20:00:00+00:00
462,781,CVE-2017-1000391,jenkinsci,jenkins,566a8ddb885f0bef9bc848e60455c0aabbf0c1d3,-126,-364,2017-11-29T00:00:00+00:00,2018-01-26T02:00:00+00:00
463,782,CVE-2017-1000392,jenkinsci,jenkins,f67068170b55633571e5462e52b6124b23d7cb84,-114,-352,2017-11-29T00:00:00+00:00,2018-01-26T02:00:00+00:00
464,783,CVE-2017-1000393,jenkinsci,jenkins,67f68c181033cbabf2075769e0f846f58c226c08,-192,-430,2017-11-29T00:00:00+00:00,2018-01-26T02:00:00+00:00
465,784,CVE-2017-1000393,jenkinsci,jenkins,d7ea3f40efedd50541a57b943d5f7bbed046d091,-244,-482,2017-11-29T00:00:00+00:00,2018-01-26T02:00:00+00:00
466,785,CVE-2017-1000394,jenkinsci,jenkins,ea981a029cb985b71f3a0dc0f9ce3b3e3e6c001b,-190,-428,2017-11-29T00:00:00+00:00,2018-01-26T02:00:00+00:00
467,786,CVE-2017-1000395,jenkinsci,jenkins,7b1f8e96a8d97dd09e5e093fcdb010b3295acc77,-269,-507,2017-11-29T00:00:00+00:00,2018-01-26T02:00:00+00:00
468,787,CVE-2017-1000396,jenkinsci,jenkins,fe77d1c3dbf91ddf2a9f8e5ed882611455ab00d0,-191,-429,2017-11-29T00:00:00+00:00,2018-01-26T02:00:00+00:00
469,788,CVE-2017-1000398,jenkinsci,jenkins,da06fd471cea79123821c778228eeb08e1cedcc7,-197,-435,2017-11-29T00:00:00+00:00,2018-01-26T02:00:00+00:00
470,789,CVE-2017-1000399,jenkinsci,jenkins,3ff432ace14d8f4544c88a179a2f7a962eb98ba6,-195,-433,2017-11-29T00:00:00+00:00,2018-01-26T02:00:00+00:00
471,790,CVE-2017-1000400,jenkinsci,jenkins,b2083a387a5bdb6f7ee7f7c81a1f6312aca2a558,-196,-434,2017-11-29T00:00:00+00:00,2018-01-26T02:00:00+00:00
472,791,CVE-2017-1000401,jenkinsci,jenkins,09d60462b9edf775f08568601bb3e2cfd8075368,-217,-455,2017-11-29T00:00:00+00:00,2018-01-26T02:00:00+00:00
473,792,CVE-2017-1000420,syncthing,syncthing,f1f21bf22020d9b881478c2e942ba6943c8da2f3,-209,-210,2018-01-02T00:00:00+00:00,2018-01-02T19:00:00+00:00
474,793,CVE-2017-1000426,mapproxy,mapproxy,420412aad45171e05752007a0a2350c03c28dfd8,105,105,2018-01-02T00:00:00+00:00,2018-01-02T21:00:00+00:00
478,797,CVE-2017-1000469,cobbler,cobbler,4b20397425a5d42a2d8927233654f4d7435bd4c2,11,11,2018-01-03T00:00:00+00:00,2018-01-03T20:00:00+00:00
479,798,CVE-2017-1000481,plone,Products.CMFPlone,236b62b756ff46a92783b3897e717dfb15eb07d8,-2,-2,2018-01-03T00:00:00+00:00,2018-01-03T18:00:00+00:00
480,799,CVE-2017-1000482,plone,Products.CMFPlone,236b62b756ff46a92783b3897e717dfb15eb07d8,-2,-2,2018-01-03T00:00:00+00:00,2018-01-03T18:00:00+00:00
481,800,CVE-2017-1000487,codehaus-plexus,plexus-utils,b38a1b3a4352303e4312b2bb601a0d7ec6e28f41,-88,-88,2018-01-03T00:00:00+00:00,2018-01-03T20:00:00+00:00
483,802,CVE-2017-1001002,josdejong,mathjs,8d2d48d81b3c233fb64eb2ec1d7a9e1cf6a55a90,-13,-13,2017-11-27T00:00:00+00:00,2017-11-27T14:00:00+00:00
484,803,CVE-2017-1001003,josdejong,mathjs,a60f3c8d9dd714244aed7a5569c3dccaa3a4e761,-12,-12,2017-11-27T00:00:00+00:00,2017-11-27T14:00:00+00:00
485,804,CVE-2017-1001004,josdejong,typed-function,6478ef4f2c3f3c2d9f2c820e2db4b4ba3425e6fe,-1,-1,2017-11-27T00:00:00+00:00,2017-11-27T14:00:00+00:00
489,808,CVE-2017-11468,distribution,distribution,91c507a39abfce14b5c8541cf284330e22208c0f,4,0,2017-07-19T00:00:00+00:00,2017-07-20T23:00:00+00:00
498,840,CVE-2017-15010,salesforce,tough-cookie,f1ed420a6a92ea7a5418df6e39e676556bc0c71d,-8,-8,2017-10-03T00:00:00+00:00,2017-10-03T16:00:00+00:00
507,849,CVE-2017-15133,miekg,dns,43913f2f4fbd7dcff930b8a809e709591e4dd79e,60,-1,2017-10-08T00:00:00+00:00,2018-01-29T19:00:00+00:00
508,850,CVE-2017-15612,lepture,mistune,d6f0b6402299bf5a380e7b4e77bd80e8736630fe,0,0,2017-10-19T00:00:00+00:00,2017-10-19T08:00:00+00:00
510,859,CVE-2017-15720,apache,airflow,daa281c0364609d6812921123cf47e4118b40484,-401,-2002,2017-10-21T00:00:00+00:00,2019-01-23T17:00:00+00:00
511,860,CVE-2017-15914,borgbackup,borg,75854c1243b29ec5558be6fdefe365cd438abb4c,98,-100,2017-10-26T00:00:00+00:00,2018-02-08T23:00:00+00:00
512,861,CVE-2017-16003,felixrieseberg,windows-build-tools,9835d33e68f2cb5e4d148e954bb3ed0221d98e90,-31,-116,2017-10-29T00:00:00+00:00,2018-05-29T20:00:00+00:00
514,863,CVE-2017-16015,caolan,forms,bc01e534a0ff863dedb2026a50bd03153bbc6a5d,-10,-14,2017-10-29T00:00:00+00:00,2018-06-04T19:00:00+00:00
522,874,CVE-2017-16137,debug-js,debug,71169065b5262f9858ac78cc0b688c84a438f290,-1,-6,2017-10-29T00:00:00+00:00,2018-06-07T02:00:00+00:00
523,875,CVE-2017-16137,debug-js,debug,b6d12fdbc63b483e5c969da33ea6adc09946b5ac,63,58,2017-10-29T00:00:00+00:00,2018-06-07T02:00:00+00:00
524,876,CVE-2017-16137,debug-js,debug,f53962e944a87e6ca9bb622a2a12dffc22a9bb5a,-7,-12,2017-10-29T00:00:00+00:00,2018-06-07T02:00:00+00:00
529,881,CVE-2017-16615,thanethomson,MLAlchemy,bc795757febdcce430d89f9d08f75c32d6989d3c,0,-1,2017-11-06T00:00:00+00:00,2017-11-08T03:00:00+00:00
533,885,CVE-2017-16876,lepture,mistune,5f06d724bc05580e7f203db2d4a4905fc1127f98,0,-7,2017-11-17T00:00:00+00:00,2017-12-29T15:00:00+00:00
534,886,CVE-2017-16877,vercel,next.js,02fe7cf63f6265d73bdaf8bc50a4f2fb539dcd00,-488,-488,2017-11-17T00:00:00+00:00,2017-11-17T17:00:00+00:00
547,899,CVE-2017-17831,git-lfs,git-lfs,f913f5f9c7c6d1301785fdf9884a2942d59cdf19,-1151,-1151,2017-12-21T00:00:00+00:00,2017-12-21T06:00:00+00:00
548,900,CVE-2017-17835,apache,airflow,6aca2c2d395952341ab1b201c59011920b5a5c77,-634,-2088,2017-12-22T00:00:00+00:00,2019-01-23T17:00:00+00:00
552,904,CVE-2017-18214,moment,moment,69ed9d44957fa6ab12b73d2ae29d286a857b80eb,-51,-56,2018-03-04T00:00:00+00:00,2018-03-04T21:00:00+00:00
559,915,CVE-2017-18638,graphite-project,graphite-web,71726a0e41a5263f49b973a7b856505a5b931c1f,4,0,2019-10-11T00:00:00+00:00,2019-10-11T22:01:28+00:00
565,922,CVE-2017-20165,debug-js,debug,c38a0166c266a679c8de012d4eaccec3f944e685,-85,-85,2023-01-09T09:32:31+00:00,2023-01-09T09:33:18+00:00
566,923,CVE-2017-20165,debug-js,debug,f53962e944a87e6ca9bb622a2a12dffc22a9bb5a,-84,-84,2023-01-09T09:32:31+00:00,2023-01-09T09:33:18+00:00
567,924,CVE-2017-20182,mvpoland,django-ajax-utilities,329eb1dd1580ca1f9d4f95bc69939833226515c9,-5,-5,2023-03-08T18:32:22+00:00,2023-03-10T02:00:05+00:00
568,925,CVE-2017-20189,clojure,clojure,271674c9b484d798484d134a5ac40a6df15d3ac3,-368,-368,2024-01-22T00:00:00+00:00,2024-01-22T00:00:00+00:00
569,926,CVE-2017-2598,jenkinsci,jenkins,e6aa166246d1734f4798a9e31f78842f4c85c28b,180,-1576,2016-12-01T00:00:00+00:00,2018-05-23T13:00:00+00:00
570,927,CVE-2017-2603,jenkinsci,jenkins,3cd946cbef82c6da5ccccf3890d0ae4e091c4265,164,-1573,2016-12-01T00:00:00+00:00,2018-05-15T21:00:00+00:00
571,928,CVE-2017-2608,jenkinsci,jenkins,a814154695e23dc37542af7d40cacc129cf70722,166,-1571,2016-12-01T00:00:00+00:00,2018-05-15T20:00:00+00:00
572,929,CVE-2017-2612,jenkinsci,jenkins,a814154695e23dc37542af7d40cacc129cf70722,166,-1571,2016-12-01T00:00:00+00:00,2018-05-15T20:00:00+00:00
573,931,CVE-2017-2809,tomoh1r,ansible-vault,3f8f659ef443ab870bb19f95d43543470168ae04,0,0,2016-12-01T00:00:00+00:00,2017-09-14T19:00:00+00:00
574,932,CVE-2017-2810,jazzband,tablib,69abfc3ada5d754cb152119c0b4777043657cb6e,23,-2,2016-12-01T00:00:00+00:00,2017-06-14T13:00:00+00:00
577,944,CVE-2017-5524,plone,Products.CMFPlone,a7d47692058e10ce89968e7ca4dacbdf44fcad4f,0,-83,2017-01-18T00:00:00+00:00,2017-03-23T16:00:00+00:00
579,947,CVE-2017-5641,apache,flex-blazeds,11b0aa132d9a43bf81fa12654ff227ff247b4627,7,-10,2017-01-29T00:00:00+00:00,2017-12-28T15:00:00+00:00
580,948,CVE-2017-5641,apache,flex-blazeds,f861f0993c35e664906609cad275e45a71e2aaf1,5,-12,2017-01-29T00:00:00+00:00,2017-12-28T15:00:00+00:00
585,968,CVE-2017-7466,ansible,ansible,0d418789a298561fded9bce977d34babc9097079,-1119,-9478,2017-04-05T00:00:00+00:00,2018-06-22T13:00:00+00:00
586,969,CVE-2017-7481,ansible,ansible,ed56f51f185a1ffd7ea57130d260098686fcc7c2,378,-8360,2017-04-05T00:00:00+00:00,2018-07-19T13:00:00+00:00
594,977,CVE-2017-7550,ansible,ansible,facbf7f14da29eea67ef68ab386fc15bd06d7c7f,4216,-199,2017-04-05T00:00:00+00:00,2017-11-21T17:00:00+00:00
595,978,CVE-2017-7662,apache,cxf-fediz,c68e4820816c19241568f4a8fe8600bffb0243cd,19,-23,2017-04-11T00:00:00+00:00,2017-05-16T17:00:00+00:00
596,979,CVE-2017-7670,apache,trafficcontrol,738c10fa1b5861e4cc3944dc7c3065d16f4a708c,26,-704,2017-04-11T00:00:00+00:00,2017-07-10T18:00:00+00:00
598,989,CVE-2017-9791,apache,struts,ffe0e20edd9d5386f4410fddd970286a69373243,-1019,-1035,2017-06-21T00:00:00+00:00,2017-07-10T16:00:00+00:00
599,991,CVE-2018-1000057,jenkinsci,credentials-binding-plugin,0c75238933365aa52b26b7c73fd1f742bfaca9b1,-3,-3,2018-02-05T00:00:00+00:00,2018-02-09T23:00:00+00:00
600,992,CVE-2018-1000067,jenkinsci,jenkins,2d16b459205730d85e51499c2457109b234ca9d9,-30,-32,2018-02-15T00:00:00+00:00,2018-02-16T00:00:00+00:00
601,993,CVE-2018-1000068,jenkinsci,jenkins,8830d68f5fe21f344be3496984bc4470bfcd0564,-14,-16,2018-02-15T00:00:00+00:00,2018-02-16T00:00:00+00:00
602,995,CVE-2018-1000074,jruby,jruby,0b06b48ab4432237ce5fc1bef47f2c6bcf7843f7,-35,-203,2018-02-21T00:00:00+00:00,2018-03-13T15:00:00+00:00
603,996,CVE-2018-1000075,jruby,jruby,0b06b48ab4432237ce5fc1bef47f2c6bcf7843f7,-35,-203,2018-02-21T00:00:00+00:00,2018-03-13T15:00:00+00:00
604,997,CVE-2018-1000076,jruby,jruby,0b06b48ab4432237ce5fc1bef47f2c6bcf7843f7,-35,-203,2018-02-21T00:00:00+00:00,2018-03-13T15:00:00+00:00
605,998,CVE-2018-1000077,jruby,jruby,0b06b48ab4432237ce5fc1bef47f2c6bcf7843f7,-35,-203,2018-02-21T00:00:00+00:00,2018-03-13T15:00:00+00:00
606,999,CVE-2018-1000078,jruby,jruby,0b06b48ab4432237ce5fc1bef47f2c6bcf7843f7,-35,-203,2018-02-21T00:00:00+00:00,2018-03-13T15:00:00+00:00
613,1011,CVE-2018-1000110,jenkinsci,git-plugin,a3d3a7eb7f75bfe97a0291e3b6d074aafafa86c9,-18,-18,2018-03-13T00:00:00+00:00,2018-03-13T13:00:00+00:00
614,1012,CVE-2018-1000111,jenkinsci,subversion-plugin,25f6afbb02a5863f363b0a2f664ac717ace743b4,-10,-10,2018-03-13T00:00:00+00:00,2018-03-13T13:00:00+00:00
618,1020,CVE-2018-1000146,jenkinsci,liquibase-runner-plugin,1817af0b5bb17e690d89c0a1623de8bd47f8c1a1,19,19,2018-04-05T00:00:00+00:00,2018-04-05T13:00:00+00:00
619,1021,CVE-2018-1000146,jenkinsci,liquibase-runner-plugin,382a1ea84910db28a88089306b24d1e80818f0a5,17,17,2018-04-05T00:00:00+00:00,2018-04-05T13:00:00+00:00
620,1022,CVE-2018-1000146,jenkinsci,liquibase-runner-plugin,7726ce4569a287e32fbda6f01ad2846ada909436,18,18,2018-04-05T00:00:00+00:00,2018-04-05T13:00:00+00:00
625,1027,CVE-2018-1000169,jenkinsci,jenkins,69a784bb8d2c5a021d225eda2d392fb081c1169e,-29,-32,2018-04-13T00:00:00+00:00,2018-04-13T21:00:00+00:00
626,1028,CVE-2018-1000170,jenkinsci,jenkins,07d18cfd6d336a2b7cc0a78e120d9739a5d4e1d1,-26,-33,2018-04-11T00:00:00+00:00,2018-04-13T21:00:00+00:00
627,1029,CVE-2018-1000182,jenkinsci,git-plugin,87a03f3d9c4a0c0a918d91e173b200a6a3b237a7,-37,-37,2018-06-05T00:00:00+00:00,2018-06-05T20:00:00+00:00
634,1037,CVE-2018-1000192,jenkinsci,jenkins,7c5b41bfd5d8004f82684a9168dd627e20ea5f35,-47,-144,2018-05-09T00:00:00+00:00,2018-06-05T21:00:00+00:00
635,1038,CVE-2018-1000192,jenkinsci,jenkins,809916b59b7c7678dc3c1c76338452121fed1424,-48,-145,2018-05-09T00:00:00+00:00,2018-06-05T21:00:00+00:00
636,1039,CVE-2018-1000193,jenkinsci,jenkins,de7aaab441151fb1760855fec83681c6a8756a45,-49,-146,2018-05-09T00:00:00+00:00,2018-06-05T21:00:00+00:00
637,1040,CVE-2018-1000194,jenkinsci,jenkins,5cf0a77d44310523b763698f67d645c1f2427f30,-46,-143,2018-05-09T00:00:00+00:00,2018-06-05T21:00:00+00:00
638,1041,CVE-2018-1000195,jenkinsci,jenkins,6eea1e97840b5623829b2c1fd2e363c045bdc230,-50,-147,2018-05-09T00:00:00+00:00,2018-06-05T21:00:00+00:00
643,1046,CVE-2018-1000406,jenkinsci,jenkins,c3351d2e7c3edfee82b9470e9aa1168982296072,-287,-300,2019-01-09T00:00:00+00:00,2019-01-09T23:00:00+00:00
644,1047,CVE-2018-1000407,jenkinsci,jenkins,df87e12ddcfeafdba6e0de0e07b3e21f8473ece6,-289,-302,2019-01-09T00:00:00+00:00,2019-01-09T23:00:00+00:00
645,1048,CVE-2018-1000408,jenkinsci,jenkins,01157a699f611ca7492e872103ac01526a982cf2,-288,-301,2019-01-09T00:00:00+00:00,2019-01-09T23:00:00+00:00
646,1049,CVE-2018-1000409,jenkinsci,jenkins,517da6ed389f0a606dd9bb8595bc79fc93f4331c,-290,-303,2019-01-09T00:00:00+00:00,2019-01-09T23:00:00+00:00
647,1050,CVE-2018-1000410,jenkinsci,jenkins,7366cc50106442a021c5178cd101057ecc08f2c2,-285,-298,2019-01-09T00:00:00+00:00,2019-01-09T23:00:00+00:00
652,1056,CVE-2018-1000416,jenkinsci,job-config-history-plugin,38ea4ed7e3527c2ce525dacf578036adffbf430e,-12,-12,2019-01-09T00:00:00+00:00,2019-01-09T23:00:00+00:00
654,1058,CVE-2018-1000422,jenkinsci,crowd2-plugin,a93d0fa221454adb4087520d8c1c087828211598,-4,-4,2019-01-09T00:00:00+00:00,2019-01-09T23:00:00+00:00
655,1059,CVE-2018-1000423,jenkinsci,crowd2-plugin,580be2a0dfb38d494420901f03555092b885a85f,-3,-3,2019-01-09T00:00:00+00:00,2019-01-09T23:00:00+00:00
656,1060,CVE-2018-1000519,aio-libs,aiohttp-session,6b7864004d3442dbcfaf8687f63262c1c629f569,5,-16,2018-04-30T00:00:00+00:00,2018-06-26T16:00:00+00:00
670,1077,CVE-2018-1000803,go-gitea,gitea,194a11eb110cd98fc2ba52861abf7770db6885a3,-88,-88,2018-10-08T00:00:00+00:00,2018-10-08T15:00:00+00:00
674,1081,CVE-2018-1000814,aio-libs,aiohttp-session,1b356f01bbab57d041c9a75bacd72fbbf8524728,-4,-4,2018-12-20T00:00:00+00:00,2018-12-20T15:00:00+00:00
675,1082,CVE-2018-1000816,grafana,grafana,eabb04cec21dc323347da1aab7fcbf2a6e9dd121,-1655,-1665,2018-12-20T00:00:00+00:00,2018-12-20T15:00:00+00:00
678,1085,CVE-2018-1000861,jenkinsci,jenkins,47f38d714c99e1841fb737ad1005618eb26ed852,-39,-48,2018-12-10T00:00:00+00:00,2018-12-10T14:00:00+00:00
679,1086,CVE-2018-1000862,jenkinsci,jenkins,c19cc705688cfffa4fe735e0edbe84862b6c135f,-42,-51,2018-12-10T00:00:00+00:00,2018-12-10T14:00:00+00:00
680,1087,CVE-2018-1000863,jenkinsci,jenkins,4ed66e5838476e575a83c3cd13fffb37eefa2f48,-41,-50,2018-12-10T00:00:00+00:00,2018-12-10T14:00:00+00:00
681,1088,CVE-2018-1000863,jenkinsci,jenkins,7bae6dd6ef23af988801d38dc0f8f693bc6283f8,-38,-47,2018-12-10T00:00:00+00:00,2018-12-10T14:00:00+00:00
682,1089,CVE-2018-1000864,jenkinsci,jenkins,73afa0ca786a87f05b5433e2e38f863826fcad17,-40,-49,2018-12-10T00:00:00+00:00,2018-12-10T14:00:00+00:00
685,1092,CVE-2018-1000872,OpenKMIP,PyKMIP,3a7b880bdf70d295ed8af3a5880bab65fa6b3932,-41,-41,2018-12-20T00:00:00+00:00,2018-12-20T17:00:00+00:00
686,1093,CVE-2018-1000997,jenkinsci,jenkins,fd5f5be0304c6bf1918892b81e2efb6b6d09c521,-348,-352,2019-01-23T00:00:00+00:00,2019-01-23T22:00:00+00:00
687,1095,CVE-2018-1002104,kubernetes,ingress-nginx,d487a50e399100ad8db12ed1d2f92271f311f676,-334,-1381,2018-12-05T00:00:00+00:00,2020-01-14T20:15:17+00:00
695,1108,CVE-2018-10931,cobbler,cobbler,1b91a3d3ac87c31d9dac2307513feb2aa49620a6,10,1,2018-05-09T00:00:00+00:00,2018-08-09T20:00:00+00:00
697,1114,CVE-2018-1107,mafintosh,is-my-json-valid,b3051b277f7caa08cd2edc6f74f50aeda65d2976,11,-42,2017-12-04T00:00:00+00:00,2021-03-30T01:48:27+00:00
705,1125,CVE-2018-11788,apache,karaf,0c36c50bc158739c8fc8543122a6740c54adafca,182,-218,2018-06-05T00:00:00+00:00,2019-01-07T16:00:00+00:00
707,1130,CVE-2018-12018,ethereum,go-ethereum,a5237a27eaf81946a3edb4fafe13ed6359d119e4,-11,-101,2018-06-07T00:00:00+00:00,2018-07-05T02:00:00+00:00
715,1139,CVE-2018-12457,mrvautin,expressCart,baccaae9b0b72f00b10c5453ca00231340ad3e3b,-5,-5,2018-06-15T00:00:00+00:00,2018-06-15T14:00:00+00:00
716,1140,CVE-2018-12537,eclipse,vert.x,1bb6445226c39a95e7d07ce3caaf56828e8aab72,-40,-113,2018-06-18T00:00:00+00:00,2018-08-14T19:00:00+00:00
722,1159,CVE-2018-1308,apache,lucene-solr,3530397f1777332872eac2760f9aa0e2ae1d7450,700,-7,2017-12-07T00:00:00+00:00,2018-04-09T13:00:00+00:00
727,1164,CVE-2018-1327,apache,struts,4260bee634cb606be6071bce2383fddb510608aa,127,-52,2017-12-07T00:00:00+00:00,2018-03-27T21:00:00+00:00
728,1165,CVE-2018-1327,apache,struts,67ecf3a21608e20449bcb7895b22204b400fecd4,128,-51,2017-12-07T00:00:00+00:00,2018-03-27T21:00:00+00:00
729,1166,CVE-2018-1327,apache,struts,9260720568cee9e868d2899228eceed0c3359323,129,-50,2017-12-07T00:00:00+00:00,2018-03-27T21:00:00+00:00
734,1173,CVE-2018-14505,mitmproxy,mitmproxy,7f464b89296881f4d9ec032378c4418e832d17e3,-11,-12,2018-07-22T00:00:00+00:00,2018-07-22T18:00:00+00:00
740,1179,CVE-2018-14667,richfaces,richfaces,1372eb716c1a215a5af124198f21bde33fafad06,-1167,-1167,2018-07-27T00:00:00+00:00,2018-11-06T22:00:00+00:00
747,1186,CVE-2018-15192,go-gitea,gitea,599ff1c054e436daa4dc3f049aa8661d9c2395f9,5661,5653,2018-08-07T00:00:00+00:00,2018-08-08T02:00:00+00:00
750,1192,CVE-2018-16487,lodash,lodash,90e6199a161b6445b01454517b40ef65ebecd2ad,-7,-14,2018-09-04T00:00:00+00:00,2019-02-01T18:00:00+00:00
751,1195,CVE-2018-16516,flask-admin,flask-admin,8af10e0b022464fdcb2da3d0ea5bbd2f11c0acd1,169,167,2018-09-05T00:00:00+00:00,2018-09-05T14:00:00+00:00
752,1196,CVE-2018-16733,ethereum,go-ethereum,106d196ec4a6451efedc60ab15957f231fa85639,-68,-68,2018-09-08T00:00:00+00:00,2018-09-08T15:00:00+00:00
754,1200,CVE-2018-16886,etcd-io,etcd,0191509637546621d6f2e18e074e955ab8ef374d,-4430,-4703,2018-09-11T00:00:00+00:00,2019-01-14T19:00:00+00:00
755,1201,CVE-2018-16886,etcd-io,etcd,bf9d0d8291dc71ecbfb2690612954e1a298154b2,226,-47,2018-09-11T00:00:00+00:00,2019-01-14T19:00:00+00:00
759,1205,CVE-2018-17075,golang,net,aaf60122140d3fcf75376d319f0554393160eb50,-24,-24,2018-09-15T00:00:00+00:00,2018-09-16T02:00:00+00:00
