,owner,repo,mrr,recall100,recall500,recall1000,recall2000,recall5000,commit_count,cve_count
1042,jenkinsci,splunk-devops-plugin,0.04545454545,1.0,1.0,1.0,1.0,1.0,849,1
1043,NaturalIntelligence,fast-xml-parser,0.2461538462,1.0,1.0,1.0,1.0,1.0,849,3
1044,danocmx,node-tf2-item-format,0.04166666667,1.0,1.0,1.0,1.0,1.0,848,1
1045,charmbracelet,soft-serve,0.5416666667,1.0,1.0,1.0,1.0,1.0,848,2
1046,run-llama,llama-hub,1.0,1.0,1.0,1.0,1.0,1.0,848,1
1047,aio-libs,aiosmtpd,0.07177033493,1.0,1.0,1.0,1.0,1.0,847,2
1048,jenkinsci,parameterized-trigger-plugin,0.1428571429,1.0,1.0,1.0,1.0,1.0,846,1
1049,kitabisa,teler,0.2666666667,1.0,1.0,1.0,1.0,1.0,843,2
1050,AdaptiveScale,lxdui,0.03333333333,1.0,1.0,1.0,1.0,1.0,842,1
1051,MagicStack,asyncpg,0.25,1.0,1.0,1.0,1.0,1.0,840,1
1052,jaraco,zipp,0.1111111111,1.0,1.0,1.0,1.0,1.0,837,1
1053,txthinking,brook,0.01282051282,1.0,1.0,1.0,1.0,1.0,835,1
1054,googleapis,google-oauth-java-client,0.5083333333,1.0,1.0,1.0,1.0,1.0,835,2
1055,codex-team,editor.js,0.01315789474,1.0,1.0,1.0,1.0,1.0,834,1
1056,jpuri,react-draft-wysiwyg,0.1428571429,1.0,1.0,1.0,1.0,1.0,833,1
1057,janl,mustache.js,0.009708737864,0.0,1.0,1.0,1.0,1.0,830,1
1058,man-group,dtale,0.275297619,1.0,1.0,1.0,1.0,1.0,828,4
1059,Bouke,django-two-factor-auth,0.03333333333,1.0,1.0,1.0,1.0,1.0,825,1
1060,bbangert,beaker,0.07692307692,1.0,1.0,1.0,1.0,1.0,825,1
1061,ni,measurementlink-python,0.25,1.0,1.0,1.0,1.0,1.0,823,1
1062,moscajs,aedes,0.1458333333,1.0,1.0,1.0,1.0,1.0,822,2
1063,pypiserver,pypiserver,0.5,1.0,1.0,1.0,1.0,1.0,819,1
1064,ory,fosite,0.5190972222,1.0,1.0,1.0,1.0,1.0,816,4
1065,IoFinnet,threshlib,1.0,1.0,1.0,1.0,1.0,1.0,816,1
1066,gophish,gophish,0.1277777778,1.0,1.0,1.0,1.0,1.0,815,2
1067,fb55,nth-check,0.05263157895,1.0,1.0,1.0,1.0,1.0,811,1
1068,jenkinsci,workflow-multibranch-plugin,0.1666666667,1.0,1.0,1.0,1.0,1.0,801,1
1069,openedx,xblock-drag-and-drop-v2,0.5,1.0,1.0,1.0,1.0,1.0,798,1
1070,cyface,django-termsandconditions,0.02777777778,1.0,1.0,1.0,1.0,1.0,797,1
1071,theupdateframework,go-tuf,0.5,0.75,1.0,1.0,1.0,1.0,797,2
1072,Azure,aad-pod-identity,0.007518796992,0.0,1.0,1.0,1.0,1.0,795,1
1073,zopefoundation,Products.CMFCore,0.2,1.0,1.0,1.0,1.0,1.0,795,1
1074,Yomguithereal,baobab,0.1666666667,1.0,1.0,1.0,1.0,1.0,791,1
1075,OpenZeppelin,cairo-contracts,0.02564102564,1.0,1.0,1.0,1.0,1.0,788,1
1076,AntSwordProject,antSword,0.07692307692,1.0,1.0,1.0,1.0,1.0,787,1
1077,mout,mout,0.06016042781,1.0,1.0,1.0,1.0,1.0,786,2
1078,leanote,leanote,0.3333333333,1.0,1.0,1.0,1.0,1.0,783,1
1079,loopbackio,loopback-connector-postgresql,1.0,1.0,1.0,1.0,1.0,1.0,781,1
1080,maximebf,php-debugbar,0.007874015748,0.0,1.0,1.0,1.0,1.0,780,1
1081,node-saml,node-saml,0.2777777778,1.0,1.0,1.0,1.0,1.0,780,2
1082,grafana,grafana-plugin-sdk-go,1.0,1.0,1.0,1.0,1.0,1.0,780,1
1083,jenkinsci,ldap-plugin,0.03571428571,1.0,1.0,1.0,1.0,1.0,777,1
1084,RebeccaStevens,deepmerge-ts,0.1111111111,1.0,1.0,1.0,1.0,1.0,774,1
1085,typestack,class-transformer,0.1428571429,1.0,1.0,1.0,1.0,1.0,772,1
1086,solana-labs,solana-pay,0.05882352941,1.0,1.0,1.0,1.0,1.0,771,1
1087,jenkinsci,slack-plugin,0.08712121212,1.0,1.0,1.0,1.0,1.0,767,2
1088,jenkinsci,copyartifact-plugin,0.04761904762,1.0,1.0,1.0,1.0,1.0,764,1
1089,jenkinsci,role-strategy-plugin,0.07692307692,1.0,1.0,1.0,1.0,1.0,756,1
1090,openshift,assisted-installer,0.5,1.0,1.0,1.0,1.0,1.0,756,1
1091,zopefoundation,RestrictedPython,0.6666666667,1.0,1.0,1.0,1.0,1.0,753,3
1092,jenkinsci,nodelabelparameter-plugin,0.03571428571,1.0,1.0,1.0,1.0,1.0,752,1
1093,dgarijo,Widoco,0.05882352941,1.0,1.0,1.0,1.0,1.0,751,1
1094,adaltas,node-csv-parse,0.125,1.0,1.0,1.0,1.0,1.0,749,1
1095,adfinis,document-merge-service,0.3333333333,1.0,1.0,1.0,1.0,1.0,749,1
1096,rancher,norman,0.007092198582,0.0,1.0,1.0,1.0,1.0,748,1
1097,clastix,kamaji,0.25,1.0,1.0,1.0,1.0,1.0,742,1
1098,TAXIIProject,libtaxii,0.2,1.0,1.0,1.0,1.0,1.0,741,1
1099,jenkinsci,pipeline-utility-steps-plugin,0.5333333333,1.0,1.0,1.0,1.0,1.0,740,2
1100,Styria-Digital,django-rest-framework-jwt,0.04761904762,1.0,1.0,1.0,1.0,1.0,736,1
1101,Stuk,jszip,0.1833333333,1.0,1.0,1.0,1.0,1.0,736,2
1102,arachnys,cabot,0.6666666667,1.0,1.0,1.0,1.0,1.0,735,2
1103,openstack,manila-ui,1.0,1.0,1.0,1.0,1.0,1.0,735,1
1104,golang,text,0.625,1.0,1.0,1.0,1.0,1.0,732,2
1105,zopefoundation,Products.GenericSetup,0.07692307692,1.0,1.0,1.0,1.0,1.0,731,1
1106,google-deepmind,reverb,0.09090909091,1.0,1.0,1.0,1.0,1.0,731,1
1107,piccolo-orm,piccolo_admin,0.2,1.0,1.0,1.0,1.0,1.0,729,1
1108,play-with-docker,play-with-docker,0.3333333333,1.0,1.0,1.0,1.0,1.0,729,1
1109,mozilla,PollBot,0.04761904762,1.0,1.0,1.0,1.0,1.0,727,1
1110,apache,james-hupa,0.0625,1.0,1.0,1.0,1.0,1.0,727,1
1111,jupyterhub,dockerspawner,0.07142857143,1.0,1.0,1.0,1.0,1.0,727,1
1112,transifex,transifex-client,0.007299270073,0.0,1.0,1.0,1.0,1.0,723,1
1113,keycloak,keycloak-nodejs-connect,0.0666322314,0.5,1.0,1.0,1.0,1.0,723,2
1114,h2database,h2database,0.03236493374,0.5,1.0,1.0,1.0,1.0,14475,2
1115,jenkinsci,gitlab-branch-source-plugin,0.2015873016,1.0,1.0,1.0,1.0,1.0,718,3
1116,charmbracelet,charm,0.03846153846,1.0,1.0,1.0,1.0,1.0,715,1
1117,jenkinsci,influxdb-plugin,0.03703703704,1.0,1.0,1.0,1.0,1.0,713,1
1118,ryanlelek,Raneto,0.125,1.0,1.0,1.0,1.0,1.0,713,1
1119,pion,dtls,0.3465838509,1.0,1.0,1.0,1.0,1.0,711,4
1120,jenkinsci,dependency-track-plugin,0.04417293233,1.0,1.0,1.0,1.0,1.0,708,2
1121,madler,zlib,0.07692307692,1.0,1.0,1.0,1.0,1.0,708,1
1122,ptaoussanis,nippy,0.07142857143,1.0,1.0,1.0,1.0,1.0,707,1
1123,todbot,Blink1Control2,0.2,1.0,1.0,1.0,1.0,1.0,707,1
1124,nhn,tui.grid,0.05555555556,1.0,1.0,1.0,1.0,1.0,706,1
1125,mycolorway,simditor,0.5,1.0,1.0,1.0,1.0,1.0,706,1
1126,sintaxi,harp,0.006289308176,0.0,1.0,1.0,1.0,1.0,703,1
1127,plone,plone.namedfile,0.07692307692,1.0,1.0,1.0,1.0,1.0,701,1
1128,ijl,orjson,0.5,1.0,1.0,1.0,1.0,1.0,699,1
1129,expressjs,body-parser,0.5,1.0,1.0,1.0,1.0,1.0,696,1
1130,apragacz,django-rest-registration,0.3333333333,1.0,1.0,1.0,1.0,1.0,695,1
1131,kobezzza,Collection,0.2,1.0,1.0,1.0,1.0,1.0,693,1
1132,jenkinsci,credentials-binding-plugin,0.06744949495,1.0,1.0,1.0,1.0,1.0,692,4
1133,pagehelper,Mybatis-PageHelper,0.09090909091,1.0,1.0,1.0,1.0,1.0,692,1
1134,bertramdev,asset-pipeline,1.0,1.0,1.0,1.0,1.0,1.0,692,1
1135,kubernetes-csi,csi-proxy,0.009708737864,0.0,1.0,1.0,1.0,1.0,690,1
1136,apache,wicket,0.125,1.0,1.0,1.0,1.0,1.0,21880,1
1137,lquixada,cross-fetch,0.03846153846,1.0,1.0,1.0,1.0,1.0,686,1
1138,lepture,mistune,0.501754386,0.6666666667,1.0,1.0,1.0,1.0,686,3
1139,jenkinsci,google-compute-engine-plugin,0.1416666667,1.0,1.0,1.0,1.0,1.0,681,2
1140,IceWhaleTech,CasaOS,0.00860792802,0.3333333333,1.0,1.0,1.0,1.0,679,3
1141,jsuites,jsuites,0.1714285714,1.0,1.0,1.0,1.0,1.0,677,2
1142,kellyselden,git-diff-apply,0.2,1.0,1.0,1.0,1.0,1.0,677,1
1143,jenkinsci,ontrack-plugin,0.125,1.0,1.0,1.0,1.0,1.0,676,1
1144,SiCKRAGE,SiCKRAGE,0.008737789988,0.0,1.0,1.0,1.0,1.0,12708,2
1145,eta-dev,eta,0.1339285714,1.0,1.0,1.0,1.0,1.0,674,2
1146,NodeBB,nodebb-plugin-markdown,0.01666666667,1.0,1.0,1.0,1.0,1.0,673,1
1147,tg123,sshpiper,1.0,1.0,1.0,1.0,1.0,1.0,672,1
1148,vuelidate,vuelidate,0.5,1.0,1.0,1.0,1.0,1.0,670,1
1149,codecov,codecov-python,0.009090909091,0.0,1.0,1.0,1.0,1.0,669,1
1150,graph-gophers,graphql-go,0.02631578947,1.0,1.0,1.0,1.0,1.0,669,1
1151,adobe,css-tools,0.002849002849,0.0,1.0,1.0,1.0,1.0,667,1
1152,ckan,ckan,0.02224514943,0.6666666667,0.6666666667,1.0,1.0,1.0,26704,3
1153,apostrophecms,apostrophe,0.1001959248,0.5,0.5,0.5,0.5,1.0,12059,2
1154,lautis,uglifier,0.07142857143,1.0,1.0,1.0,1.0,1.0,667,1
1155,apache,activemq-artemis,0.1001869159,0.5,0.5,0.5,0.5,1.0,11292,2
1156,mpdavis,python-jose,0.3333333333,1.0,1.0,1.0,1.0,1.0,664,1
1157,spring-projects,spring-security-samples,0.0303030303,1.0,1.0,1.0,1.0,1.0,663,1
1158,jenkinsci,test-results-aggregator-plugin,0.009708737864,0.0,1.0,1.0,1.0,1.0,661,1
1159,jenkinsci,configurationslicing-plugin,0.5,1.0,1.0,1.0,1.0,1.0,661,1
1160,oakserver,oak,0.1666666667,1.0,1.0,1.0,1.0,1.0,660,1
1161,jenkinsci,plot-plugin,0.3214285714,1.0,1.0,1.0,1.0,1.0,654,2
1162,quantizor,markdown-to-jsx,0.009523809524,0.0,1.0,1.0,1.0,1.0,653,1
1163,jenkinsci,accurev-plugin,0.1428571429,1.0,1.0,1.0,1.0,1.0,651,1
1164,salesforce,tough-cookie,0.08650793651,1.0,1.0,1.0,1.0,1.0,650,3
1165,stripe,stripe-cli,0.04166666667,1.0,1.0,1.0,1.0,1.0,649,1
1166,apache,xmlgraphics-commons,0.2,1.0,1.0,1.0,1.0,1.0,649,1
1167,stripe,smokescreen,0.05295566502,1.0,1.0,1.0,1.0,1.0,648,2
1168,MechanicalSoup,MechanicalSoup,0.5,1.0,1.0,1.0,1.0,1.0,648,1
1169,jaredhanson,passport,0.01282051282,1.0,1.0,1.0,1.0,1.0,645,1
1170,openedx,xblock-lti-consumer,0.2,1.0,1.0,1.0,1.0,1.0,641,1
1171,jenkinsci,github-oauth-plugin,0.09895833333,1.0,1.0,1.0,1.0,1.0,640,2
1172,node-fetch,node-fetch,0.5476190476,1.0,1.0,1.0,1.0,1.0,640,3
1173,laverdet,isolated-vm,0.09920634921,1.0,1.0,1.0,1.0,1.0,638,2
1174,go-resty,resty,0.5,1.0,1.0,1.0,1.0,1.0,637,1
1175,jenkinsci,cobertura-plugin,0.1388888889,1.0,1.0,1.0,1.0,1.0,634,2
1176,mopemope,meinheld,0.3333333333,1.0,1.0,1.0,1.0,1.0,633,1
1177,jupyterhub,nbgitpuller,0.1428571429,1.0,1.0,1.0,1.0,1.0,631,1
1178,jfhbrook,node-ecstatic,0.07542857143,0.5,1.0,1.0,1.0,1.0,629,2
1179,libxmljs,libxmljs,0.2,1.0,1.0,1.0,1.0,1.0,627,1
1180,TryGhost,Ghost,0.107003663,0.8,1.0,1.0,1.0,1.0,40364,5
1181,ssshooter,mind-elixir-core,0.02325581395,1.0,1.0,1.0,1.0,1.0,626,1
1182,jenkinsci,rocketchatnotifier-plugin,0.01960784314,1.0,1.0,1.0,1.0,1.0,622,1
1183,jenkinsci,jabber-plugin,0.08333333333,1.0,1.0,1.0,1.0,1.0,622,1
1184,mozilla,node-convict,0.5277777778,1.0,1.0,1.0,1.0,1.0,622,3
1185,dpgaspar,Flask-AppBuilder,0.1549721947,0.875,1.0,1.0,1.0,1.0,3986,8
1186,dutchcoders,transfer.sh,0.125,1.0,1.0,1.0,1.0,1.0,621,1
1187,caolan,forms,0.02083333333,1.0,1.0,1.0,1.0,1.0,620,1
1188,mattermost,mattermost-plugin-jira,0.625,1.0,1.0,1.0,1.0,1.0,620,2
1189,TryGhost,express-hbs,0.07692307692,1.0,1.0,1.0,1.0,1.0,616,1
1190,open-iscsi,rtslib-fb,0.2,1.0,1.0,1.0,1.0,1.0,616,1
1191,jenkinsci,gitlab-oauth-plugin,0.2253968254,1.0,1.0,1.0,1.0,1.0,605,3
1192,micromatch,micromatch,0.1111111111,1.0,1.0,1.0,1.0,1.0,604,1
1193,sybrenstuvel,python-rsa,0.2666666667,1.0,1.0,1.0,1.0,1.0,603,2
1194,lief-project,LIEF,0.1984965778,0.875,1.0,1.0,1.0,1.0,2392,8
1195,xwiki,xwiki-platform,0.1536459945,0.343537415,0.4482993197,0.5482993197,0.6945578231,0.9523809524,51044,147
1196,bytecodealliance,wasmtime,0.03889224311,0.5,1.0,1.0,1.0,1.0,14228,4
1197,authelia,authelia,0.01724137931,1.0,1.0,1.0,1.0,1.0,10804,1
1198,mrvautin,expressCart,0.1875,1.0,1.0,1.0,1.0,1.0,602,3
1199,backstage,backstage,0.01741078205,0.2,0.5,0.7,0.9,1.0,62426,10
1200,geosolutions-it,jai-ext,0.5,1.0,1.0,1.0,1.0,1.0,602,1
1201,galkahana,HummusJS,1.0,1.0,1.0,1.0,1.0,1.0,602,3
1202,jborg,attic,0.3333333333,1.0,1.0,1.0,1.0,1.0,600,1
1203,Starcounter-Jack,JSON-Patch,0.03448275862,1.0,1.0,1.0,1.0,1.0,599,1
1204,yetanalytics,lrs,0.04,1.0,1.0,1.0,1.0,1.0,599,1
1205,pterodactyl,wings,0.0963023088,1.0,1.0,1.0,1.0,1.0,1398,6
1206,cdent,pastescript,0.3333333333,1.0,1.0,1.0,1.0,1.0,593,1
1207,GoogleChrome,rendertron,0.005710799125,0.0,1.0,1.0,1.0,1.0,590,4
1208,dromara,sureness,0.03571428571,1.0,1.0,1.0,1.0,1.0,590,1
1209,sofastack,sofa-rpc,0.04,1.0,1.0,1.0,1.0,1.0,588,1
1210,tadashi-aikawa,owlmixin,1.0,1.0,1.0,1.0,1.0,1.0,588,1
1211,SAP,less-openui5,1.0,1.0,1.0,1.0,1.0,1.0,587,1
1212,albertito,chasquid,0.5,1.0,1.0,1.0,1.0,1.0,582,1
1213,jenkinsci,http-request-plugin,0.09090909091,1.0,1.0,1.0,1.0,1.0,581,1
1214,jenkinsci,crowd2-plugin,0.07670454545,1.0,1.0,1.0,1.0,1.0,580,2
1215,xwiki-contrib,oidc,0.009615384615,0.0,1.0,1.0,1.0,1.0,579,1
1216,jenkinsci,xcode-plugin,0.5,1.0,1.0,1.0,1.0,1.0,579,1
1217,pillarjs,send,0.1172413793,1.0,1.0,1.0,1.0,1.0,578,2
1218,ArjunSharda,Searchor,0.07142857143,1.0,1.0,1.0,1.0,1.0,575,1
1219,DylanVann,react-native-fast-image,0.09090909091,1.0,1.0,1.0,1.0,1.0,575,1
1220,js-data,js-data,0.3333333333,1.0,1.0,1.0,1.0,1.0,575,1
1221,xwikisas,application-licensing,0.02380952381,1.0,1.0,1.0,1.0,1.0,573,1
1222,megaease,easeprobe,0.02380952381,1.0,1.0,1.0,1.0,1.0,569,1
1223,python-poetry,cleo,0.02564102564,1.0,1.0,1.0,1.0,1.0,569,1
1224,alkacon,opencms-core,0.04353941535,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1.0,25123,3
1225,edmundhung,conform,0.125,1.0,1.0,1.0,1.0,1.0,569,1
1226,jenkinsci,nunit-plugin,0.3333333333,1.0,1.0,1.0,1.0,1.0,569,2
1227,folio-org,mod-data-export-spring,0.01265822785,1.0,1.0,1.0,1.0,1.0,566,1
1228,sindresorhus,file-type,0.5,1.0,1.0,1.0,1.0,1.0,566,1
1229,ankane,chartkick,0.1,1.0,1.0,1.0,1.0,1.0,565,1
1230,modoboa,modoboa-installer,0.1428571429,1.0,1.0,1.0,1.0,1.0,564,1
1231,phoenixframework,phoenix_html,0.03225806452,1.0,1.0,1.0,1.0,1.0,563,1
1232,go-jose,go-jose,0.007369067714,0.3333333333,0.75,0.75,0.75,0.75,562,4
1233,archivy,archivy,1.0,1.0,1.0,1.0,1.0,1.0,561,2
1234,kriszyp,msgpackr,0.1666666667,1.0,1.0,1.0,1.0,1.0,560,1
1235,jenkinsci,embeddable-build-status-plugin,0.3,1.0,1.0,1.0,1.0,1.0,560,3
1236,javadelight,delight-nashorn-sandbox,0.02380952381,1.0,1.0,1.0,1.0,1.0,557,1
1237,opencontainers,distribution-spec,0.03125,1.0,1.0,1.0,1.0,1.0,552,1
1238,erelsgl,limdu,0.1,1.0,1.0,1.0,1.0,1.0,552,1
1239,jenkinsci,azure-ad-plugin,0.1583333333,1.0,1.0,1.0,1.0,1.0,551,2
1240,pslegr,core-1,0.1666666667,1.0,1.0,1.0,1.0,1.0,551,1
1241,httplib2,httplib2,0.1884615385,1.0,1.0,1.0,1.0,1.0,551,3
1242,snowflakedb,snowflake-connector-nodejs,0.01470588235,1.0,1.0,1.0,1.0,1.0,549,1
1243,jenkinsci,pipeline-stage-view-plugin,0.125,1.0,1.0,1.0,1.0,1.0,549,1
1244,cloudflare,cfrpki,0.3566748067,1.0,1.0,1.0,1.0,1.0,240,6
1245,OWASP,java-html-sanitizer,0.1428571429,1.0,1.0,1.0,1.0,1.0,549,1
1246,zinclabs,zinc,0.01094497608,1.0,1.0,1.0,1.0,1.0,547,2
1247,tankywoo,simiki,0.1111111111,1.0,1.0,1.0,1.0,1.0,547,1
1248,debug-js,debug,0.1028735632,0.3333333333,1.0,1.0,1.0,1.0,546,2
1249,matrix-org,gomatrixserverlib,1.0,1.0,1.0,1.0,1.0,1.0,544,1
1250,wireapp,wire-avs,0.3333333333,1.0,1.0,1.0,1.0,1.0,541,1
1251,chocobozzz,peertube,0.2166666667,1.0,1.0,1.0,1.0,1.0,24455,2
1252,google,fscrypt,0.130952381,1.0,1.0,1.0,1.0,1.0,540,3
1253,jenkinsci,generic-webhook-trigger-plugin,0.125,1.0,1.0,1.0,1.0,1.0,539,2
1254,cosmos,ethermint,0.04347826087,1.0,1.0,1.0,1.0,1.0,538,1
1255,ipfs,go-unixfs,0.1428571429,1.0,1.0,1.0,1.0,1.0,538,1
1256,go-vela,worker,0.5,1.0,1.0,1.0,1.0,1.0,536,1
1257,xCss,Valine,0.5384615385,1.0,1.0,1.0,1.0,1.0,536,2
1258,pahen,madge,0.2,1.0,1.0,1.0,1.0,1.0,534,1
1259,richardgirges,express-fileupload,0.125,1.0,1.0,1.0,1.0,1.0,533,1
1260,jenkinsci,contrast-continuous-application-security-plugin,0.1666666667,1.0,1.0,1.0,1.0,1.0,533,1
1261,nltk,nltk,0.02889159441,0.5,1.0,1.0,1.0,1.0,14684,4
1262,johannschopplich,nuxt-api-party,0.0625,1.0,1.0,1.0,1.0,1.0,530,1
1263,IdoPesok,zsa,0.009615384615,0.0,1.0,1.0,1.0,1.0,529,1
1264,folio-org,mod-remote-storage,0.04,1.0,1.0,1.0,1.0,1.0,529,1
1265,jenkinsci,synopsys-detect-plugin,0.1428571429,1.0,1.0,1.0,1.0,1.0,529,1
1266,frouriojs,frourio,0.08333333333,1.0,1.0,1.0,1.0,1.0,525,1
1267,jenkinsci,saml-plugin,0.175,1.0,1.0,1.0,1.0,1.0,525,2
1268,takluyver,pyxdg,1.0,1.0,1.0,1.0,1.0,1.0,522,1
1269,OpenZeppelin,openzeppelin-contracts,0.1064620565,1.0,1.0,1.0,1.0,1.0,3796,6
1270,mymarilyn,clickhouse-driver,0.03333333333,1.0,1.0,1.0,1.0,1.0,521,1
1271,apache,incubator-livy,0.25,1.0,1.0,1.0,1.0,1.0,521,1
1272,datacharmer,dbdeployer,0.05555555556,1.0,1.0,1.0,1.0,1.0,518,1
1273,jonschlinkert,remarkable,0.004608294931,0.0,1.0,1.0,1.0,1.0,517,1
1274,plone,plone.rest,0.5,1.0,1.0,1.0,1.0,1.0,517,1
1275,mholt,PapaParse,0.007142857143,0.0,1.0,1.0,1.0,1.0,516,1
1276,sergey-dryabzhinsky,python-zstd,0.09090909091,1.0,1.0,1.0,1.0,1.0,516,1
1277,peopledoc,vault-cli,0.1,1.0,1.0,1.0,1.0,1.0,516,1
1278,npm,node-semver,0.03703703704,1.0,1.0,1.0,1.0,1.0,515,1
1279,sigstore,gitsign,0.3333333333,1.0,1.0,1.0,1.0,1.0,515,1
1280,janeczku,calibre-web,0.2139080088,0.7692307692,1.0,1.0,1.0,1.0,4418,13
1281,CroatiaControlLtd,asterix,1.0,1.0,1.0,1.0,1.0,1.0,513,1
1282,picketlink,picketlink-bindings,0.08333333333,1.0,1.0,1.0,1.0,1.0,511,1
1283,jenkinsci,pipeline-input-step-plugin,0.3333333333,1.0,1.0,1.0,1.0,1.0,510,2
1284,matrix-org,matrix-js-sdk,0.05885481957,0.8571428571,1.0,1.0,1.0,1.0,10344,7
1285,spring-projects,spring-integration-extensions,0.6666666667,1.0,1.0,1.0,1.0,1.0,509,2
1286,auth0,express-openid-connect,0.07118055556,1.0,1.0,1.0,1.0,1.0,508,2
1287,biscuit-auth,biscuit-java,0.25,1.0,1.0,1.0,1.0,1.0,508,1
1288,casework,CASE-Utilities-Python,0.04347826087,0.5,1.0,1.0,1.0,1.0,506,1
1289,jenkinsci,ansible-plugin,0.1393939394,1.0,1.0,1.0,1.0,1.0,506,4
1290,mrousavy,react-native-mmkv,0.03846153846,1.0,1.0,1.0,1.0,1.0,500,1
1291,Soontao,cycle-import-check,0.3333333333,1.0,1.0,1.0,1.0,1.0,500,1
1292,fabiocaccamo,utils.js,1.0,1.0,1.0,1.0,1.0,1.0,500,1
1293,jenkinsci,mailer-plugin,0.2175925926,1.0,1.0,1.0,1.0,1.0,499,4
1294,j4k0xb,webcrack,0.1428571429,1.0,1.0,1.0,1.0,1.0,498,1
1295,SAML-Toolkits,python-saml,0.01282051282,1.0,1.0,1.0,1.0,1.0,497,1
1296,jenkinsci,naginator-plugin,0.08333333333,1.0,1.0,1.0,1.0,1.0,496,1
1297,RasaHQ,rasa,0.0006882312457,0.0,0.0,0.0,1.0,1.0,32383,1
1298,microsoft,workspace-tools,0.3333333333,1.0,1.0,1.0,1.0,1.0,496,1
1299,jenkinsci,groovy-plugin,0.6666666667,1.0,1.0,1.0,1.0,1.0,495,2
1300,lightning-ai,pytorch-lightning,0.0240569273,0.3333333333,1.0,1.0,1.0,1.0,10505,3
1301,DSpace,DSpace,0.03212974296,0.75,1.0,1.0,1.0,1.0,20159,2
1302,jenkinsci,s3-plugin,0.09761072261,1.0,1.0,1.0,1.0,1.0,494,3
1303,NiklasMerz,cordova-plugin-fingerprint-aio,0.05882352941,1.0,1.0,1.0,1.0,1.0,493,1
1304,membrane,soa-model,0.1111111111,1.0,1.0,1.0,1.0,1.0,490,1
1305,tobychui,zoraxy,0.08333333333,1.0,1.0,1.0,1.0,1.0,488,1
1306,notaryproject,notation,0.1428571429,1.0,1.0,1.0,1.0,1.0,485,1
1307,digitalbazaar,zcap,0.1428571429,1.0,1.0,1.0,1.0,1.0,485,1
1308,kjur,jsrsasign,0.4047619048,1.0,1.0,1.0,1.0,1.0,485,3
1309,jenkinsci,vsphere-cloud-plugin,0.05882352941,1.0,1.0,1.0,1.0,1.0,483,1
1310,kordamp,json-lib,1.0,1.0,1.0,1.0,1.0,1.0,483,1
1311,flyteorg,flyteadmin,0.1193181818,1.0,1.0,1.0,1.0,1.0,482,3
1312,projectcapsule,capsule-proxy,0.09543650794,1.0,1.0,1.0,1.0,1.0,481,3
1313,angular,angular,0.01785714286,1.0,1.0,1.0,1.0,1.0,32110,1
1314,fastify,fastify-static,0.1666666667,1.0,1.0,1.0,1.0,1.0,481,1
1315,lifion,lifion-verify-deps,0.006849315068,0.0,1.0,1.0,1.0,1.0,480,1
1316,jenkinsci,git-changelog-plugin,0.05263157895,1.0,1.0,1.0,1.0,1.0,477,1
1317,fastify,session,0.25,1.0,1.0,1.0,1.0,1.0,477,1
1318,sa7mon,S3Scanner,0.1428571429,1.0,1.0,1.0,1.0,1.0,476,1
1319,hhurz,tableexport.jquery.plugin,0.25,1.0,1.0,1.0,1.0,1.0,476,1
1320,giggio,node-chromedriver,0.25,1.0,1.0,1.0,1.0,1.0,476,1
1321,jenkinsci,cvs-plugin,0.255952381,1.0,1.0,1.0,1.0,1.0,472,3
1322,devent,globalpom-utils,0.5,1.0,1.0,1.0,1.0,1.0,472,1
1323,chimurai,http-proxy-middleware,0.02325581395,1.0,1.0,1.0,1.0,1.0,469,1
1324,babel,babel,0.01111111111,0.5,0.5,0.5,0.5,0.5,16790,2
1325,jenkinsci,matrix-auth-plugin,0.04232804233,1.0,1.0,1.0,1.0,1.0,469,2
1326,jenkinsci,badge-plugin,0.06666666667,1.0,1.0,1.0,1.0,1.0,469,1
1327,savon-noir,python-libnmap,0.5138888889,1.0,1.0,1.0,1.0,1.0,468,2
1328,arrayfire,arrayfire-rust,0.01333333333,1.0,1.0,1.0,1.0,1.0,467,1
1329,waysact,webpack-subresource-integrity,0.125,1.0,1.0,1.0,1.0,1.0,467,1
1330,openstack,os-vif,0.3333333333,1.0,1.0,1.0,1.0,1.0,467,1
1331,zeroturnaround,zt-zip,1.0,1.0,1.0,1.0,1.0,1.0,467,1
1332,jenkinsci,oic-auth-plugin,0.3333333333,1.0,1.0,1.0,1.0,1.0,466,1
1333,balderdashy,sails-hook-sockets,0.0125,1.0,1.0,1.0,1.0,1.0,465,1
1334,delvedor,find-my-way,0.2,0.75,1.0,1.0,1.0,1.0,464,2
1335,ensdomains,ens,0.25,1.0,1.0,1.0,1.0,1.0,463,1
1336,simonhaenisch,md-to-pdf,1.0,1.0,1.0,1.0,1.0,1.0,463,1
1337,jenkinsci,metrics-plugin,0.03846153846,1.0,1.0,1.0,1.0,1.0,462,1
1338,pandatix,go-cvss,0.3333333333,1.0,1.0,1.0,1.0,1.0,460,1
1339,cthackers,adm-zip,0.007936507937,0.0,1.0,1.0,1.0,1.0,455,1
1340,agronholm,cbor2,0.04545454545,1.0,1.0,1.0,1.0,1.0,454,1
1341,tngan,samlify,0.09090909091,1.0,1.0,1.0,1.0,1.0,453,1
1342,JSONPath-Plus,JSONPath,0.05882352941,1.0,1.0,1.0,1.0,1.0,452,1
