owner	repo	commit	token
NiklasMerz	cordova-plugin-fingerprint-aio	27434a240f97f69fd930088654590c8ba43569df	496
NodeBB	NodeBB	04dab1d550cdebf4c1567bca9a51f8b9ca48a500	248
NodeBB	NodeBB	1783f918bc19568f421473824461ff2ed7755e4c	297
NodeBB	NodeBB	c8b2fc46dc698db687379106b3f01c71b80f495f	583
NodeBB	NodeBB	e802fab87f94a13f397f04cfe6068f2f7ddf7888	845
NodeBB	NodeBB	a2400f6baff44cb2996487bcd0cc6e2acc74b3d4	166
NodeBB	NodeBB	2f9d8c350e54543f608d3d4c8e1a49bbb6cdea38	838
NodeBB	NodeBB	48d143921753914da45926cca6370a92ed0c46b8	147
NodeBB	NodeBB	ec58700f6dff8e5b4af1544f6205ec362b593092	372
NodeBB	NodeBB	51096ad2345fb1d1380bec0a447113489ef6c359	1542
NodeBB	nodebb-plugin-markdown	ab7f2684750882f7baefbfa31db8d5aac71e6ec3	433
NodeRedis	node-redis	2d11b6dc9b9774464a91fb4b448bad8bf699629e	211
Nozbe	WatermelonDB	924c7ae2a8d7d6459656751e5b9b1bf91a218025	707
Nuitka	Nuitka	1765ffce2a9ab859853210337390de242cd80712	1565
OHDSI	WebAPI	d7b12b2f5234e425e5bc76545e75de0d6eb3f8fd	1389
OISF	suricata-update	76270e73128ca1299b4e33e7e2a74ac3d963a97a	501
OWASP	java-html-sanitizer	2027d3df73f62eb30b7f08269f346989f03144bd	3119
OWASP	json-sanitizer	a37f594f7378a1c76b3283e0dab9e1ab1dc0247e	3123
OceanicJS	Oceanic	8bf8ee8373b8c565fbdbf70a609aba4fbc1a1ffe	9207
OctoPrint	OctoPrint	d0072cff894509c77e243d6562245ad3079e17db	903
OctoPrint	OctoPrint	779894c1bc6478332d14bc9ed1006df1354eb517	493
OctoPrint	OctoPrint	5afbec8d23508edc25b0f1bdef1620580136add4	27482
OctoPrint	OctoPrint	9bc80d782d72881b16e20873dcd0b8314324c70c	6439
OctoPrint	OctoPrint	b8a6b0a75202edac3bb142a8e4f9041a0b6825bf	41743
OctoPrint	OctoPrint	1729d167b4ae4a5835bbc7211b92c6828b1c4125	191581
OnShift	turbogears	f68bbaba47f4474e1da553aa51564a73e1d92a84	2204
OneUptime	oneuptime	14016d23d834038dd65d3a96cf71af04b556a32c	3417
OpenAPITools	openapi-generator	edbb021aadae47dcfe690313ce5119faf77f800d	356
OpenC3	cosmos	762d7e0e93bdc2f340b1e42acccedc78994a576e	557
OpenC3	cosmos	a34e61aea5a465f0ab3e57d833ae7ff4cafd710b	8022
OpenC3	cosmos	b5ab34fe7fa54c0c8171c4aa3caf4e03d6f63bd7	2375
OpenIDC	pyoidc	62f8d753fa17c8b1f29f8be639cf0b33afb02498	130
OpenIdentityPlatform	OpenAM	7c18543d126e8a567b83bb4535631825aaa9d742	518
OpenIdentityPlatform	OpenAM	fcb8432aa77d5b2e147624fe954cb150c568e0b8	463
OpenKMIP	PyKMIP	3a7b880bdf70d295ed8af3a5880bab65fa6b3932	494
OpenNMS	opennms	e21fc14ce355533493da0db815bd81a66e291382	360
OpenNMS	opennms	66c1f626bf38a7d1a9530b4d68598269ee5245a2	2744
OpenNMS	opennms	eb08b5ed4c5548f3e941a1f0d0363ae4439fa98c	18544
OpenNMS	opennms	607151ea8f90212a3fb37c977fa57c7d58d26a84	6722
OpenNMS	opennms	8a97e6869d6e49da18b208c837438ace80049c01	2357
OpenNMS	opennms	f3ebfa3da5352b4d57f238b54c6db315ad99f10e	5982
OpenNMS	opennms	101e3aa06ec9a1f8f266335fc6f5685c062c6117	7404
OpenNMS	opennms	9a366e6822479579e642b58058568af37658baba	460
OpenNMS	opennms	a47e193f820c222b309763b508009e54b2f0e7f5	973
OpenNMS	opennms	e59b0ddd164cf0598ac0294d11a2d677d9e310b8	283
OpenNMS	opennms	5a3b0b62e0c612c9e2aa2c91c847abec71d767d5	363
OpenNMS	opennms	6ccc5de1a23d440560e0f09dfd94f8392c21e70d	5985
OpenNMS	opennms	c67d1cae2fa1fb806c9d422f6e6fbf4ebfde6b60	5506
OpenNMS	opennms	1365ba9129f1762707fdbf1edd1f3e460bfb31e0	3940
OpenNMS	opennms	2909448b039bd46241efa52c450ffdb4f5a7dee1	231
OpenNMS	opennms	f2caf7d0b9db58b59e98506490aaca37fbf243b6	1534
OpenRefine	OpenRefine	e243e73e4064de87a913946bd320fbbe246da656	569
OpenRefine	OpenRefine	8cb2fec45dd90fda8ed9608c691f6bb8ed721cd2	1060
OpenRefine	OpenRefine	e9c1e65d58b47aec8cd676bd5c07d97b002f205e	643
OpenRefine	OpenRefine	2de1439f5be63d9d0e89bbacbd24fa28c8c3e29d	2076
OpenRefine	OpenRefine	10bf0874d67f1018a58b3732332d76b840192fea	1553
OpenRefine	OpenRefine	090924ca923489b6c94397cf1f5df7f7f78f0126	11329
OpenRefine	OpenRefine	8060477fa53842ebabf43b63e039745932fa629d	417
OpenRefine	OpenRefine	853a1d91662e7dc278a9a94a38be58de04494056	2995
OpenRefine	OpenRefine	85594e75e7b36025f7b6a67dcd3ec253c5dff8c2	352
OpenRefine	OpenRefine	24d084052dc55426fe460f2a17524fd18d28b20c	670
OpenRefine	simile-butterfly	537f64bfa72746f8b21d4bda461fad843435319c	1344
OpenTSDB	opentsdb	07c4641471c6f5c2ab5aab615969e97211eb50d9	3743
OpenTSDB	opentsdb	fa88d3e4b5369f9fb73da384fab0b23e246309ba	1347
OpenZeppelin	cairo-contracts	2cd60279c3332285d47edf9ee3888b71257acdc9	12465
OpenZeppelin	openzeppelin-contracts	cec4f2ef57495d8b1742d62846da212515d99dd5	810
OpenZeppelin	openzeppelin-contracts	024cc50df478d2e8f78539819749e94d6df60592	808
OpenZeppelin	openzeppelin-contracts	d693d89d99325f395182e4f547dbf5ff8e5c3c87	1465
OpenZeppelin	openzeppelin-contracts	8d633cb7d169f2f8595b273660b00b69e845c2fe	924
OpenZeppelin	openzeppelin-contracts	9445f96223041abf2bf08daa56f8da50b674cbcd	1167
PaddlePaddle	Paddle	26c419ca386aeae3c461faf2b828d00b48e908eb	2267
PaddlePaddle	Paddle	690ffe814dbfc5054d4e92df878687fd638fe3a5	873
PaddlePaddle	Paddle	19da5c0c4d8c5e4dfef2a92e24141c3f51884dcc	4836
PaddlePaddle	Paddle	6fdb316c8b0eb747e5324907e352824c9dba8215	1670
PaddlePaddle	Paddle	49bec176053595975c1941cff9749c55f7203ea9	358
PaddlePaddle	Paddle	c5f6862d118d7d69210f0e73bea1b055f5f21f2b	572
PaddlePaddle	Paddle	488a0ddc322b24659b6b0067fea3030d2f013cf4	246
PaddlePaddle	Paddle	6ef71779197ad6faf51ac295022ab5008d81372f	766
PaddlePaddle	Paddle	5ed9478fdef96a06eeec9093f9e768c97b094af3	2478
PaddlePaddle	Paddle	4c0888d7b8f10405e2e79adc41c224264f93e816	985
PaddlePaddle	Paddle	bdf6234fdc22e6ee7948950d271cbbe1d27edc93	228
PaddlePaddle	Paddle	5c50d1a8b97b310cbc36560ec36d8377d6f29d7c	282
ParisNeo	lollms	0e52d59a06b7f05e3b2611ce7b053fafa44143a9	263
ParisNeo	lollms	aeace796d861e922133b769710019608a6363264	351
PeterMu	nodebatis	6629ff5b7e3d62ad8319007a54589ec1f62c7c35	58946
PostHog	posthog-js	67e07eb8bb271a3a6f4aa251382e4d25abb385a0	1590
PowerJob	PowerJob	464ce2dc0ca3e65fa1dc428239829890c52a413a	744
Prestaul	skeemas	65e94eda62dc8dc148ab3e59aa2ccc086ac448fd	2016
PrismJS	prism	d85e30da6755fdbe7f8559f8e75d122297167018	10848
PrismJS	prism	e002e78c343154e1c0ddf9d6a0bb85689e1a5c7c	2679
PrismJS	prism	c2f6a64426f44497a675cb32dccb079b3eff1609	88330
ProgVal	Limnoria	3848ae78de45b35c029cc333963d436b9d2f0a35	4403
PyGreSQL	PyGreSQL	8e19320b130946eed6f043297e3e4e005a523612	3702
PyGreSQL	PyGreSQL	f7237d773e6f4d5a7da3d99bb6bc5062bd07935e	7612
PyMySQL	PyMySQL	521e40050cb386a499f68f483fefd144c493053c	468
Pylons	colander	98805557c10ab5ff3016ed09aa2d48c49b9df40b	396
Pylons	waitress	f11093a6b3240fc26830b6111e826128af7771c3	587
Pylons	waitress	8eba394ad75deaf9e5cd15b78a3d16b12e6b0eba	18575
Pylons	waitress	11d9e138125ad46e951027184b13242a3c1de017	109
Pylons	waitress	ddb65b489d01d696afa1695b75fdd5df3e4ffdf8	970
Pylons	waitress	575994cd42e83fd772a5f7ec98b2c56751bd3f65	560
Pylons	waitress	6e46f9e3f014d64dd7d1e258eaf626e39870ee1f	392
Pylons	waitress	9e0b8c801e4d505c2ffc91b891af4ba48af715e0	607
Pylons	waitress	4f6789b035610e0552738cdc4b35ca809a592d48	1251
Pylons	waitress	e4359018537af376cf24bd13616d861e2fb76f65	429
Pylons	waitress	1ae4e894c9f76543bee06584001583fc6fa8c95c	282
PythonCharmers	python-future	c91d70b34ef0402aef3e9d04364ba98509dca76f	533
Qix-	color-string	0789e21284c33d89ebc4ab4ca6f759b9375ac9d3	507
Quernest	arr-flatten-unflatten	cb4351c75f87a4fbec3b6140c40ee2993f574372	149
Qwerios	madlib-object-utils	2a8d5be4fddfe46b69fbe25b9ebdff49a54481a8	821
Qwerios	madlib-object-utils	8d5d54c11c8fb9a7980a99778329acd13e3ef98f	789
QwikDev	qwik	7e742eb3a1001542d795776c0317d47df8b9d64e	3059
RDFLib	pyrdfa3	ffd1d62dd50d5f4190013b39cedcdfbd81f3ce3e	1016
RasaHQ	rasa	1b6b502f52d73b4f8cd1959ce724b8ad0eb33989	56473
ReFirmLabs	binwalk	fa0c0bd59b8588814756942fe4cb5452e76c1dcd	743
RebeccaStevens	deepmerge-ts	b39f1a93d9e1c3541bd2fe159fd696a16dbe1c72	881
RebeccaStevens	deepmerge-ts	d637db7e4fb2bfb113cb4bc1c85a125936d7081b	444
RocketChat	Rocket.Chat	ce072a1a70c86f90a4f502cdc0bad92d79f6e6e9	12266
SAML-Toolkits	python-saml	fad881b4432febea69d70691dfed51c93f0de10f	8937
SAP	cloud-pysec	d90c9e0733fa9af68bd8ea0b1cf023cf482163ef	1137
SAP	cloud-security-client-go	2e3bd63e152e09f267316a1071034eb5d4b7f498	3712
SAP	cloud-security-services-integration-library	7ce9601979c30ae269a1cbaf7cf33486d10736f1	23809
SAP	less-openui5	c0d3a8572974a20ea6cee42da11c614a54f100e8	3639
SAP	scimono	413b5d75fa94e77876af0e47be76475a23745b80	352
SagerNet	sing-box	9891fd672f5da9f20f59a1693271a946727f49e2	3464
SamVerschueren	decode-uri-component	746ca5dcb6667c5d364e782d53c542830e4c10b9	433
Sdju	js-ini	fa17efb7e3a7c9464508a254838d4c231784931e	2950
Secreto31126	whatsapp-api-js	56620c65126427496a94d176082fbd8393a95b6d	1232
SecureAuthCorp	impacket	49c643bf66620646884ed141c94e5fdd85bcdd2f	2600
SecureAuthCorp	impacket	99bd29e3995c254e2d6f6c2e3454e4271665955a	79247
SiCKRAGE	SiCKRAGE	9f42426727e16609ad3d1337f6637588b8ed28e4	521
Silverpeas	Silverpeas-Core	a0289f8a6f8b6a9ebc399973093118ddb48b77d8	4023
SimbCo	httpster	d3055b3e30b40b65d30c5a06d6e053dffa7f35d0	623
SimonWaldherr	zplgfa	c0d018ffa921cd2460b80f766b7969fbe63678fc	37951
SmartBear	soapui	6373165649ad74257493c69dbc0569caa7e6b4a6	7798
SonarSource	sonarqube	7b567ba3d15ed7dd0b0bba0330686487e35af85c	1218
SonarSource	sonarqube	48f43d6a3bf9bbd7c9b58eb5cde635572184ad01	1058
Soontao	cycle-import-check	1ca97b59df7e9c704471fcb4cf042ce76d7c9890	665
Starcounter-Jack	JSON-Patch	7ad6af41eabb2d799f698740a91284d762c955c9	1826
Stranger6667	pyanyapi	810db626c18ebc261d5f4299d0f0eac38d5eb3cf	952
Stuk	jszip	22357494f424178cb416cdb7d93b26dd4f824b36	409
Stuk	jszip	2edab366119c9ee948357c02f1206c28566cdf15	97644
Styria-Digital	django-rest-framework-jwt	868b5c22ddad59772b447080183e7c7101bb18e0	725
TAXIIProject	libtaxii	23c6f7b69d99e965c8d53dc4710ae64da3fb4842	243
TanStack	query	f2ddaf2536e8b71d2da88a9310ac9a48c13512a1	900
Tencent	vConsole	b91591703490e032451f7734212f6458bde9be6a	733
TeraTermProject	teraterm	7279fbd6ef4d0c8bdd6a90af4ada2899d786eec0	1841
Tethik	flask-session-captcha	2811ae23a38d33b620fb7a07de8837c6d65c13e4	246
TheThingsNetwork	lorawan-stack	f06776028bdb3994847fc6067613dc61a2b3559e	0
Tjatse	ansi-html	8142b25bca3133ea060bcc1889277dc482327a63	755
TogaTech	tEnvoy	a121b34a45e289d775c62e58841522891dee686b	527
TooTallNate	node-degenerator	9d25bb67d957bc2e5425fea7bf7a58b3fc64ff9e	706
TooTallNate	node-degenerator	ccc3445354135398b6eb1a04c7d27c13b833f2d5	385
TooTallNate	node-http-proxy-agent	b7b7cc793c3226aa83f820ce5c277e81862d32eb	189
TooTallNate	node-https-proxy-agent	1c24219df87524e6ed973127e81f30801d658f07	159
TooTallNate	plist.js	96e2303d059e6be0c9e0c4773226d14b4758de52	303606
TooTallNate	proxy-agents	25e0c931390eb8f41c5ceaca72820de9198ece39	483
TryGhost	Ghost	14b3431de12e674a0bd562e9230e2891b6903ae2	1163
TryGhost	Ghost	b3caf16005289cc9909488391b4a26f3f4a66a90	5324
TryGhost	Ghost	378dd913aa8d0fd0da29b0ffced8884579598b0f	933
TryGhost	Ghost	690fbf3f7302ff3f77159c0795928bdd20f41205	1404
TryGhost	Ghost	dac25612520b571f58679764ecc27109e641d1db	35717
TryGhost	express-hbs	ff6fad6e357699412d4e916273314e5e7af1500e	173
TryGhost	node-sqlite3	593c9d498be2510d286349134537e3bf89401c4a	380
TryGhost	node-sqlite3	edb1934dd222ae55632e120d8f64552d5191c781	433
Turistforeningen	node-im-metadata	ea15dddbe0f65694bfde36b78dd488e90f246639	327
Turistforeningen	node-im-resize	de624dacf6a50e39fe3472af1414d44937ce1f03	243
TypedProject	tsed	1395773ddac35926cf058fc6da9fb8e82266761b	2623
Uniswap	universal-router	d82c6685ef566d9b280651c99f4b93a8454c08a8	10690
Vanessa219	vditor	1b2382d7f8a4ee509d9245db4450d926a0b24146	345
Venemo	node-lmdb	97760104c0fd311206b88aecd91fa1f59fe2b85a	215
Vincit	objection.js	b41aab8dcd78f426f7468dcda541a7aca18a66a6	278
WeblateOrg	weblate	abe0d2a29a1d8e896bfe829c8461bf8b391f1079	421
WeblateOrg	weblate	35d59f1f040541c358cece0a8d4a63183ca919b8	462
WeblateOrg	weblate	d83672a3e7415da1490334e2c9431e5da1966842	425
WeblateOrg	weblate	22d577b1f1e88665a88b4569380148030e0f8389	1399
WeblateOrg	weblate	9e19a8414337692cc90da2a91c9af5420f2952f1	174
WeblateOrg	weblate	f6753a1a1c63fade6ad418fbda827c6750ab0bda	282
WeblateOrg	weblate	b6a7eace155fa0feaf01b4ac36165a9c5e63bfdd	255
Wechat-Group	WxJava	8ec61d1328f50e23cd14285a950ca57a088b32b2	1352
Woorank	robots-txt-guard	c03827cd2f9933619c23894ce7c98401ea824020	445
WordOps	WordOps	31353f0fef14ad8bc1f61c028971bd30b9e1909b	346
XKCP	XKCP	fdc6fef075f4e81d6b1bc38364248975e08e340a	2595
Xhofe	alist	6af17e2509a400979420f613fd7f2f9721fdcd6e	367
Ylianst	MeshCentral	a5efc5e899b8809293b297df045cff5ec0eb448b	726
Ylianst	MeshCentral	f2e43cc6da9f5447dbff0948e6c6024c8a315af3	1713
Yomguithereal	baobab	c56639532a923d9a1600fb863ec7551b188b5d19	350
Yonle	bostr	49181f4ec9ae1472c6675cab56bbc01e723855af	190
Yubico	yubihsm-connector	82bdf202c53460bac9106cc9b4b34a0a16cae0ed	339
ZJONSSON	node-unzipper	2220ddd5b58f6252069a4f99f9475441ad0b50cd	128
aFarkas	lazysizes	3720ab8262552d4e063a38d8492f9490a231fd48	2483
aaugustin	websockets	547a26b685d08cac0aa64e5e65f7867ac0ea9bc0	1078
abersheeran	rpc.py	491e7a841ed9a754796d6ab047a9fb16e23bf8bd	288
abetlen	llama-cpp-python	b454f40a9a1787b2b5659cd2cb00819d983185df	289
abhinavsingh	proxy.py	bff171ec26d826ae1d22d2466eaf9d8bdbf059d3	13751
absolunet	kafe	c644c798bfcdc1b0bbb1f0ca59e2e2664ff3fdd0	342
acrontum	filesystem-template	baeb727b60991ad82d9e63ac660883793abc0acc	462
acstll	deep-get-set	a127e65bc77ff5707a6a103819e140d11475c5f4	857
actions	http-client	f6aae3dda4f4c9dc0b49737b36007330f78fd53a	270
actions	toolkit	4beda9cbc00ba6eefe387a937c21087ccb8ee9df	3139
actions	toolkit	29885a805ef3e95a9862dcaa8431c30981960017	10151
adaltas	node-csv-parse	b9d35940c6815cdf1dfd6b21857a1f6d0fd51e4a	1405
adaltas	node-mixme	cfd5fbfc32368bcf7e06d1c5985ea60e34cd4028	1504
adaltas	node-printf	a8502e7c9b0b22555696a2d8ef67722086413a68	294
adamghill	django-unicorn	aa5b9835d946bd9893ef02e556859e3ea62cc5e2	1432
adamghill	django-unicorn	3a832a9e3f6455ddd3b87f646247269918ad10c6	3938
adfinis	document-merge-service	a1edd39d33d1bdf75c31ea01c317547be90ca074	303
adi928	ipycache	9cc7cb891ff169b3e8a6f5e84afd8238f566ad8e	705
adi928	ipycache	c73a726744c90cc2cb200b159edbaf5deddcb753	847
admesh	admesh	5fab257268a0ee6f832c18d72af89810a29fbd5f	263
adobe	css-tools	2b09a25d1dbdbb16fe80065e4c9beb5623ee5793	3508
aedart	ion	c3e2ee08710d4164d796ecb66ed291335dae9291	198
aerospike	aerospike-client-java	80c508cc5ecb0173ce92d7fab8cfab5e77bd9900	9675
agnivade	easy-scrypt	477c10cf3b144ddf96526aa09f5fdea613f21812	263
agronholm	cbor2	387755eacf0be35591a478d3c67fe10618a6d542	4780
agronholm	cbor2	4de6991ba29bf2290d7b9d83525eda7d021873df	335
ahdinosaur	set-in	e431effa00195a6f06b111e09733cd1445a91a88	44566
ahdinosaur	set-in	6bad255961d379e4b1f5fbc52ef9dc8420816f24	52121
aheckmann	mpath	89402d2880d4ea3518480a8c9847c541f2d824fc	634
aheckmann	mquery	792e69fd0a7281a0300be5cade5a6d7c1d468ad4	571
ai	nanoid	2b7bd9332bc49b6330c7ddb08e5c661833db2575	569
aimhubio	aim	b9e53df5e32d14bbd3a2c738e2db7187fb531e93	373
aio-libs	aiohttp	2545222a3853e31ace15d87ae0e2effb7da0c96b	910
aio-libs	aiohttp	f016f0680e4ace6742b03a70cb0382ce86abe371	732
aio-libs	aiohttp	1e86b777e61cf4eefc7d92fa57fa19dcc676013b	852
aio-libs	aiohttp	e4ae01c2077d2cfa116aa82e4ff6866857f7c466	1097
aio-libs	aiohttp	1c335944d6a8b1298baf179b7c0b3069f10c514b	2432
aio-libs	aiohttp	33ccdfb0a12690af5bb49bda2319ec0907fa7827	4689
aio-libs	aiohttp	28335525d1eac015a7e7584137678cbb6ff19397	2942
aio-libs	aiohttp	7eecdff163ccf029fbb1ddc9de4169d4aaeb6597	770
aio-libs	aiohttp	cebe526b9c34dc3a3da9140409db63014bc4cf19	5496
aio-libs	aiohttp	f21c6f2ca512a026ce7f0f6c6311f62d6a638866	802
aio-libs	aiohttp	ce2e9758814527589b10759a20783fb03b98339f	1633
aio-libs	aiohttp	bc15db61615079d1b6327ba42c682f758fa96936	1065
aio-libs	aiohttp	259edc369075de63e6f3a4eaade058c62af0df71	1258
aio-libs	aiohttp-session	6b7864004d3442dbcfaf8687f63262c1c629f569	1821
aio-libs	aiohttp-session	1b356f01bbab57d041c9a75bacd72fbbf8524728	743
aio-libs	aiosmtpd	24b6c79c8921cf1800e27ca144f4f37023982bbb	1509
aio-libs	aiosmtpd	b3a4a2c6ecfd228856a20d637dc383541fcdbfda	393
airbnb	knowledge-repo	f026ad2afea14e0ffc91f1aa0eaedcdc72c63167	230
airlift	aircompressor	15e68df9eb0c2bfde7f796231ee7cd1982965071	4419
airlift	aircompressor	2cea90a45534f9aacbb77426fb64e975504dee6e	524
airlift	aircompressor	cf66151541edb062ea88b6f3baab3f95e48b7b7f	634
airlift	aircompressor	d01ecb779375a092d00e224abe7869cdf49ddc3e	1006
ajv-validator	ajv	65b2f7d76b190ac63a0d4e9154c712d7aa37049f	1241
akka	akka-http	e3a4935151c91cee28e65e6b894dd50839ef9d34	7341
albertito	chasquid	a996106eeebe81a292ecba838c7503cac7493e74	7363
alerta	alerta	2bfa31779a4c9df2fa68fa4d0c5c909698c5ef65	3172
alex	rply	fc9bbcd25b0b4f09bbd6339f710ad24c129d5d7c	480
alex	rply	76d268a38c627bf4aebebcd064f5b6d380eb8b20	801
alexcrichton	openssl-src-rs	add20f73b6b42be7451af2e1044d4e0e778992b2	622
algolia	algoliasearch-helper-js	4ff542b70b92a6b81cce8b9255700b0bc0817edd	823
alibaba	nacos	cd6d7e33b94f24814701f3faf8b632e5e85444c5	1499
alist-org	alist	85e1350af82e1759ca6580895e48ab969eb566cf	2936
alist-org	alist	b5bf5f43253175b55fa2cb511fea601e677d2d83	6595
alist-org	alist	6100647310594868e931f3de1188ddd8bde93b78	171
alkacon	opencms-core	92e035423aa6967822d343e54392d4291648c0ee	666
alkacon	opencms-core	21bfbeaf6b038e2c03bb421ce7f0933dd7a7633e	666
alkacon	opencms-core	b05a5aca0f2b03042ddf2b2bb45fe2243a4084a7	954
alvarotrigo	fullpage.js	bf62492a22e5d296e63c3ed918a42fc5645a0d48	960
alvarotrigo	fullpage.js	e7a5db42711700c8a584e61b5e532a64039fe92b	117534
amauric	tarteaucitron.js	c4c2fcf2b2212ce968bdcae145bb74283c441e5f	226
amir20	dozzle	de79f03aa3dbe5bb1e154a7e8d3dccbd229f3ea3	2780
anchore	stereoscope	09dacab4d9ee65ee8bc7af8ebf4aa7b5aaa36204	2818
anchore	syft	9995950c70e849f9921919faffbfcf46401f71f3	480
andialbrecht	sqlparse	8238a9e450ed1524e40cb3a8b0b3c00606903aeb	639
andialbrecht	sqlparse	c457abd5f097dd13fb21543381e7cfafe7d31cfb	761
andialbrecht	sqlparse	e75e35869473832a1eb67772b1adfee2db11b85a	490
andialbrecht	sqlparse	b4a39d9850969b4e1d6940d32094ee0b42a2cf03	794
andrei-tatar	nora-firebase-common	bf30b75d51be04f6c1f884561a223226c890f01b	455
andrepolischuk	servst	f7cae5d2d7c64c86bc512e1e50614240396ef114	1052
angular	angular	47d9b6d72dab9d60c96bc1c3604219f6385649ea	2535
angular	angular.js	add78e62004e80bb1e16ab2dfe224afa8e513bc3	483
angular	angular.js	35a21532b73d5bd84b4325211c563e6a3e2dde82	9975
angular	angular.js	f33ce173c90736e349cf594df717ae3ee41e0f7a	907
angular	angular.js	2df43c07779137d1bddf7f3b282a1287a8634acd	3340
angus-c	just	dd57a476f4bb9d78c6f60741898dc04c71d2eb53	758
ankane	chartkick	b810936bbf687bc74c5b6dba72d2397a399885fa	1804
ankitects	anki	8d2e8b1e4fa3757581f224b1a57057d0455352ce	278
ankitects	anki	06f7aa393d21d7d5dd8039e15d543b73c3346932	3620
ansible	ansible	8ed6350e65c82292a631f08845dfaacffe7f07f5	1674
ansible	ansible	5429b85b9f6c2e640074176f36ff05fd5e4d1916	1951
ansible	ansible	952166f48eb0f5797b75b160fd156bbe1e8fc647	1949
ansible	ansible	ca2f2c4ebd7b5e097eab0a710f79c1f63badf95b	3602
ansible	ansible	0d418789a298561fded9bce977d34babc9097079	606
ansible	ansible	ed56f51f185a1ffd7ea57130d260098686fcc7c2	1769
ansible	ansible	facbf7f14da29eea67ef68ab386fc15bd06d7c7f	1426
ansible	ansible	c1ee1f142db1e669b710a65147ea32be47a91519	442
ansible	ansible	7f4befdea77045fa83b5f2b304bd5e16b219f74c	2751
ansible	ansible	c76e074e4c71c7621a1ca8159261c1959b5287af	552
ansible	ansible	a9d2ceafe429171c0e2ad007058b88bae57c74ce	1901
ansible	ansible	c520d70bf4748c8ee6718a7d0d0254051ba1c2e9	701
ansible	ansible	77d0effcc5b2da1ef23e4ba32986a9759c27c10d	820
ansible	ansible	e0f25a2b1f9e6c21f751ba0ed2dc2eee2152983e	967
ansible	ansible	9bea33ffa3be3d64827f59882d95b817cfab9b7e	2335
ansible	ansible	e5649ca3e807f17e7c034ee22791f107162973b0	733
ansible	ansible	28f9fbdb5e281976e33f443193047068afb97a9b	2586
ansible	ansible	6935c8e303440addd3871ecf8e04bde61080b032	1194
ansible	ansible-modules-core	1182d1f0b76d56f3667e27987a10b9ec8f03357d	181
ansible	ansible-modules-core	66d47c8149d84e52f64b7c4d1f340d45dca94d9c	3414
ansible	ansible-modules-core	30fb384e7fb9a94ac3929e4a650877e45d8834c9	226
ansible	ansible-modules-extras	7c3999a92a1cd856ff9bc8913a93ff1aee8bffc3	636
ansible	ansible-runner	93e95a3df9021a38010386d07df121392d249253	3818
ansible	ansible-runner	3533f265f4349a3f2a0283158cd01b59a6bbc7bd	1706
ansible-collections	community.general	1d0c5e2ba47724c31a18d7b08b9daf13df8829dc	626
ansible-semaphore	semaphore	3e4a62b7f2b1ef0660c9fb839818a53c80a5a8b1	1118
ansibleguy	webui	7737b47e7f7ddbfec7b1418c724598363718d522	4133
answerdev	answer	1ee34b884b905d14d4db457563176b77a974b992	933
answerdev	answer	c3001de52af91f09c96e701facbce0b9fa0c98ad	10000
answerdev	answer	860b1a3bd8cfaa8827e6e6f50ab1d98fa4c2c816	383
answerdev	answer	c1fa2b13f6b547b96da60b23350bbe2b29de542d	209
answerdev	answer	edc06942d51fa8e56a134c5c7e5c8826d9260da0	1135
answerdev	answer	0566894a2c0e13cf07d877f41467e2e21529fee8	473
answerdev	answer	9870ed87fb24ed468aaf1e169c2d028e0f375106	256
answerdev	answer	90bfa0dcc7b49482f1d1e31aee3ab073f3c13dd9	174
answerdev	answer	71a4cdac81112975969129d308899edd155c0e80	402
answerdev	answer	c3743bad4f2a69f69f8f1e1e5b4b6524fc03da25	167
answerdev	answer	813ad0b9894673b1bdd489a2e9ab60a44fe990af	618
answerdev	answer	1de3ec27e50ba7389c9449c59e8ea3a37a908ee4	580
answerdev	answer	15390adbfcd5fd37af4661f992f8873ae5a6b840	576
answerdev	answer	4ca2429d190a6e614f5bbee1173c80a7cffcc568	971
answerdev	answer	cd742b75605c99776f32d271c0a60e0f468e181c	160
answerdev	answer	ac3f2f047ee00b4edaea7530e570ab67ff87cd6a	8519
answerdev	answer	51ac1e6b76ae9ab3ca2008ca4819c0cc3bd2fcd3	1009
answerdev	answer	964195fd859ee5d7171fac847374dfa31893e793	1842
answerdev	answer	7d23b17cdbbefcd2e7b5c3150f0b5ec908dc835f	3487
answerdev	answer	4f468b58d0dea51290bfbdd3e96332b0014c8730	3284
answerdev	answer	e75142a55546e01d8904f59db228422561f51666	822
answerdev	answer	47661dc8a356ce6aa7793f1bd950399292180182	17552
ansys	pyansys-geometry	902071701c4f3a8258cbaa46c28dc0a65442d1bc	666
ansys	pyansys-geometry	f82346b9432b06532e84f3278125f5879b4e9f3f	428
ant-media	Ant-Media-Server	9cb38500729e0ff302da0290b9cfe1ec4dd6c764	1199
antchfx	xmlquery	5648b2f39e8d5d3fc903c45a4f1274829df71821	194
antfu	utils	7f8b16c6181c988bdb96613fbb2533b345f68682	420
anthraxx	diffoscope	632a40828a54b399787c25e7fa243f732aef7e05	902
anthraxx	diffoscope	f379d1f611dbd5d361e12b732e07c8aee45ff226	178
antonk52	lilconfig	2c68a1ab8764fc74acc46771e1ad39ab07a9b0a7	1158
anymail	django-anymail	1a6086f2b58478d71f89bf27eb034ed81aefe5ef	6063
